# This file is generated by gfold V1.1.1						
# Normalization constants :						
#    7600_Gfold.read_cnt	46669976	1				
#    FV013_Gfold.read_cnt	266393578	5.20494				
# The GFOLD value could be considered as a reliable log2 fold change.						
# It is positive/negative if the gene is up/down regulated.						
# A gene with zero GFOLD value should never be considered as 						
# differentially expressed. For a comprehensive description of 						
"# GFOLD, please refer to the manual."						
#GeneSymbol	GeneName	GFOLD(0.01)	E-FDR	log2fdc	7600 RPKM	FV013 RPKM
FVEG_00426	NA	-0.522941	1	-0.651719	29.2275	16.9774
FVEG_00427	NA	-5.95583	1	-6.58465	11.2903	0.103198
FVEG_00428	NA	-0.572894	1	-0.727291	6.2082	3.42312
FVEG_00429	NA	0.610977	1	0.653835	94.8474	136.093
FVEG_00430	NA	0.275371	1	0.323681	43.8418	50.0406
FVEG_00431	NA	0.46038	1	0.539315	15.3861	20.3983
FVEG_00432	NA	0.0440549	1	0.108739	63.9131	62.859
FVEG_00433	NA	0.0895762	1	0.222273	17.266	18.388
FVEG_00434	NA	0.469642	1	0.563312	17.2512	23.2589
FVEG_00435	NA	-0.141896	1	-0.208285	18.5995	14.6838
FVEG_00436	NA	-0.394619	1	-0.504975	25.5084	16.4007
FVEG_00437	NA	0.0375601	1	0.0861784	89.5528	86.6991
FVEG_00438	NA	1.58615	1	1.67586	10.7209	31.2556
FVEG_00439	NA	1.74677	1	1.81784	22.6147	72.7314
FVEG_00440	NA	0.386135	1	0.427474	137.052	168.092
FVEG_00441	NA	0.569771	1	0.924306	0.58931	1.0301
FVEG_00442	NA	-0.480641	1	-0.571486	15.122	9.28277
FVEG_00443	NA	0	1	-0.0560616	25.858	22.6853
FVEG_00444	NA	0.219893	1	0.292233	19.9823	22.32
FVEG_00445	NA	-0.929897	1	-1.07353	2.91187	1.2626
FVEG_00446	NA	-1.09091	1	-1.16425	11.5606	4.70453
FVEG_00447	NA	0.256959	1	0.480976	2.62661	3.35478
FVEG_00448	NA	0	1	-0.0651013	42.9562	37.4561
FVEG_00449	NA	0	1	-0.37988	0	0.015839
FVEG_00450	NA	0.0332699	1	0.0971079	19.7382	19.2566
FVEG_00451	NA	0.621222	1	0.663393	78.2577	113.035
FVEG_00452	NA	0.666634	1	0.759491	25.0012	38.618
FVEG_00454	NA	-0.0857404	1	-0.11787	158.001	132.78
FVEG_00455	NA	-1.53487	1	-2.70181	2.56047	0.354136
FVEG_00456	NA	-2.08063	1	-2.10544	258.678	54.814
FVEG_00457	NA	0.144536	1	0.214408	18.0676	19.1209
FVEG_00458	NA	-0.235153	1	-0.329441	14.3594	10.4256
FVEG_00459	NA	0	1	-0.136707	0.708611	0.595098
FVEG_00460	NA	-0.310779	1	-0.38881	29.0769	20.2569
FVEG_00461	NA	-1.4876	1	-1.55093	36.6929	11.4203
FVEG_00462	NA	0.40208	1	0.44674	48.5076	60.2948
FVEG_00463	NA	0.230241	1	0.269059	31.7908	34.9356
FVEG_00464	NA	-4.46455	1	-4.51582	108.896	4.33989
FVEG_00468	NA	-2.20037	1	-2.26071	72.9158	13.8744
FVEG_00469	NA	0.48126	1	0.523714	190.883	250.267
FVEG_00470	NA	0.0288101	1	0.0631057	59.5449	56.7286
FVEG_00471	NA	0.341769	1	0.415352	23.8782	29.0485
FVEG_00472	NA	0.243038	1	0.292427	40.4418	45.1709
FVEG_00473	NA	-0.458183	1	-0.58021	9.50401	5.80079
FVEG_00474	NA	-1.01092	1	-1.61907	4.38565	1.31714
FVEG_00475	NA	0.0352814	1	0.107283	24.5787	24.1504
FVEG_00476	NA	2.33179	1	2.44243	10.8371	53.7701
FVEG_00477	NA	0.130147	1	0.211483	9.82346	10.3763
FVEG_00478	NA	-0.427615	1	-0.499898	13.4652	8.68507
FVEG_00479	NA	-3.73945	1	-3.79239	264.811	17.4258
FVEG_00480	NA	-0.0652464	1	-0.154763	17.3111	14.186
FVEG_00482	NA	0.235213	1	0.283764	50.5852	56.1619
FVEG_00483	NA	-0.665657	1	-0.791445	8.34473	4.39939
FVEG_00484	NA	-2.55689	1	-2.72826	13.594	1.87005
FVEG_00485	NA	0.360564	1	0.409262	46.078	55.8075
FVEG_00486	NA	-0.792197	1	-1.32374	6.70948	2.46465
FVEG_00487	NA	0	1	0.447939	1.65493	2.15159
FVEG_00488	NA	0.339621	1	0.37322	76.6881	90.5816
FVEG_00490	NA	-0.101545	1	-0.159435	16.7253	13.6581
FVEG_00491	NA	-0.387226	1	-0.462211	24.4228	16.17
FVEG_00492	NA	0.309334	1	0.438124	13.5452	16.7533
FVEG_00493	NA	0	1	0.0235067	31.8298	29.5107
FVEG_00494	NA	-0.42638	1	-0.501265	13.7688	8.87264
FVEG_00495	NA	0.155493	1	0.40161	1.99044	2.40783
FVEG_00496	NA	0.327808	1	0.375044	56.485	66.8077
FVEG_00497	NA	0	1	0.0284415	33.6693	31.3224
FVEG_00498	NA	1.0906	1	1.16908	23.8038	48.8322
FVEG_00499	NA	-0.205038	1	-0.343092	81.5959	58.7154
FVEG_00500	NA	-0.696984	1	-0.778711	23.8417	12.6759
FVEG_00501	NA	0.804004	1	0.849929	28.3045	46.527
FVEG_00502	NA	-0.560518	1	-0.632305	13.4817	7.93301
FVEG_00503	NA	-0.354666	1	-0.402964	46.0173	31.7394
FVEG_00504	NA	0.0859374	1	0.127726	81.3968	81.1024
FVEG_00505	NA	0.501404	1	0.523977	223.883	293.562
FVEG_00506	NA	0.85071	1	0.910787	46.8682	80.3706
FVEG_00507	NA	1.33516	1	1.43498	11.9524	29.4917
FVEG_00508	NA	0.500174	1	0.590905	30.0857	41.3447
FVEG_00509	NA	-0.261947	1	-0.332526	25.7197	18.6299
FVEG_00510	NA	1.7151	1	2.02012	2.33565	8.71034
FVEG_00511	NA	0	1	-0.794918	0.0163441	0.0143167
FVEG_00512	NA	-1.50541	1	-1.60227	0.0455895	0.0146427
FVEG_00513	NA	-0.245511	1	-0.333996	8.15521	5.90204
FVEG_00514	NA	0.461577	1	0.479809	787.793	1001.82
FVEG_00515	NA	0.672582	1	0.735332	57.2117	86.8747
FVEG_00516	NA	0	1	-0.0872443	7.15416	6.14886
FVEG_00517	NA	-0.0200488	1	-0.110445	65.795	55.6004
FVEG_00518	NA	-0.698809	1	-0.73487	132.089	72.3777
FVEG_00519	NA	-0.0358355	1	-0.170729	5.43945	4.41092
FVEG_00520	NA	0.73678	1	0.859164	14.1965	23.5086
FVEG_00521	NA	3.94009	1	4.69091	0.331688	8.32896
FVEG_00522	NA	4.58867	1	4.7902	1.8081	45.7925
FVEG_00523	NA	-0.78432	1	-0.989734	2.75376	1.26656
FVEG_00524	NA	1.86144	1	1.95789	3.9285	13.9276
FVEG_00525	NA	0	1	-0.24566	1.07953	0.836735
FVEG_00526	NA	0	1	0.108406	0.553158	0.552197
FVEG_00527	NA	0	1	0.0488143	15.0596	14.2098
FVEG_00528	NA	-0.528702	1	-0.824444	2.13087	1.10127
FVEG_00529	NA	-0.317279	1	-0.381554	31.2969	21.9112
FVEG_00530	NA	0.0902711	1	0.185017	10.462	10.8515
FVEG_00531	NA	0	1	0.00816294	40.356	37.0149
FVEG_00532	NA	0.322127	1	0.363963	60.7003	71.2417
FVEG_00533	NA	-1.31312	1	-1.58066	1.4608	0.446091
FVEG_00534	NA	0	1	-0.0100946	51.033	46.2156
FVEG_00535	NA	-0.451191	1	-0.525673	16.6324	10.5381
FVEG_00536	NA	0.0134691	1	0.0535325	67.0124	63.4223
FVEG_00537	NA	0.556186	1	0.658022	11.8023	16.9942
FVEG_00538	NA	-0.936511	1	-0.976887	63.355	29.3539
FVEG_00539	NA	-3.00816	1	-3.05927	67.2545	7.3569
FVEG_00540	NA	0.974283	1	1.00485	236.058	431.986
FVEG_00541	NA	-0.0996292	1	-0.191784	19.9043	15.8983
FVEG_00542	NA	0.20846	1	0.285737	50.3724	56.0154
FVEG_00543	NA	-0.258787	1	-0.341266	12.5186	9.01384
FVEG_00544	NA	-0.245743	1	-0.328796	16.0197	11.635
FVEG_00545	NA	-0.530355	1	-0.575623	32.964	20.1712
FVEG_00546	NA	-0.268243	1	-0.586149	2.05037	1.25128
FVEG_00547	NA	0.854778	1	0.899855	67.8991	115.542
FVEG_00548	NA	-0.895119	1	-1.10408	29.0352	12.336
FVEG_00549	NA	-1.38888	1	-1.43468	24.7073	8.33483
FVEG_00550	NA	1.25505	1	1.28927	132.348	294.981
FVEG_00551	NA	0.0483705	1	0.0992071	43.1427	42.1475
FVEG_00552	NA	1.53754	1	1.56207	190.848	513.888
FVEG_00553	NA	0.165592	1	0.211999	25.0765	26.4895
FVEG_00554	NA	-1.6339	1	-1.70181	38.9219	10.9111
FVEG_00555	NA	0.201486	1	0.249906	47.7715	51.8076
FVEG_00556	NA	0.232242	1	0.277508	39.8917	44.0969
FVEG_00557	NA	-0.569097	1	-0.586296	560.978	340.713
FVEG_00558	NA	0.0148999	1	0.0774405	64.8024	62.3645
FVEG_00559	NA	-0.0848613	1	-0.109721	308.53	260.743
FVEG_00560	NA	-0.232282	1	-0.325465	25.7125	18.7197
FVEG_00561	NA	0.137821	1	0.215354	23.8883	25.2994
FVEG_00562	NA	0.597367	1	0.613547	744.652	1038.93
FVEG_00563	NA	-0.0092665	1	-0.0482554	14.6183	12.8925
FVEG_00566	NA	-0.0149671	1	-0.0280301	1194.35	1068.14
FVEG_00568	NA	-0.458231	1	-0.5177	46.161	29.4061
FVEG_00569	NA	0	1	0.114711	15.1759	14.9989
FVEG_00570	NA	0.530281	1	0.617361	8.20643	11.4858
FVEG_00571	NA	1.1607	1	1.3208	4.70147	10.7313
FVEG_00572	NA	1.45561	1	1.57922	4.72069	12.8784
FVEG_00574	NA	-0.121677	1	-0.170064	38.6537	31.3317
FVEG_00575	NA	-0.0619942	1	-0.213591	4.39511	3.46058
FVEG_00576	NA	0.17462	1	0.28733	16.2533	18.1023
FVEG_00577	NA	-1.52688	1	-1.81117	2.83858	0.738599
FVEG_00578	NA	-0.513088	1	-0.964843	2.32126	1.11051
FVEG_00579	NA	0.233667	1	0.336093	9.0019	10.3691
FVEG_00580	NA	-0.376915	1	-0.482162	12.7804	8.34775
FVEG_00581	NA	0.988595	1	1.06745	11.7051	22.379
FVEG_00582	NA	-0.873778	1	-0.944	17.0424	8.07932
FVEG_00583	NA	-0.0480288	1	-0.123253	17.0468	14.2761
FVEG_00584	NA	-4.9798	1	-5.12565	83.0746	2.16667
FVEG_00585	NA	-4.19827	1	-4.21347	2414.12	118.66
FVEG_00586	NA	0	1	-2.37988	0	0
FVEG_00587	NA	-0.189899	1	-0.56505	4.55273	2.82453
FVEG_00588	NA	0.240938	1	0.329154	18.0009	20.6317
FVEG_00589	NA	-0.271905	1	-0.303275	62.5812	46.2489
FVEG_00590	NA	0.655128	1	0.74382	25.9319	39.6207
FVEG_00591	NA	-3.20433	1	-3.2834	57.4523	5.37973
FVEG_00592	NA	-1.08659	1	-1.19744	13.2667	5.27727
FVEG_00593	NA	0.23997	1	0.32567	29.6117	33.8564
FVEG_00594	NA	-0.879392	1	-0.913264	123.622	59.8584
FVEG_00595	NA	-2.42869	1	-2.4809	114.149	18.6454
FVEG_00596	NA	-2.91344	1	-3.28677	2.76001	0.256876
FVEG_00597	NA	0.625448	1	0.67593	18.1052	26.3807
FVEG_00598	NA	0.0674546	1	0.163847	10.2841	10.5118
FVEG_00599	NA	1.33741	1	1.7982	7.79166	25.1963
FVEG_00600	NA	0.753093	1	3.55086	0	0.481262
FVEG_00601	NA	0.731742	1	1.94205	0.186502	0.722452
FVEG_00602	NA	0.555252	1	0.597229	35.5787	49.0858
FVEG_00603	NA	0.894125	1	0.981735	8.88838	16.0152
FVEG_00604	NA	0.149757	1	0.257833	11.5328	12.5838
FVEG_00605	NA	0.489897	1	0.620622	16.9012	23.7248
FVEG_00606	NA	0.175951	1	0.255956	19.707	21.4675
FVEG_00607	NA	1.7748	1	3.00094	0.571388	4.67979
FVEG_00608	NA	0.929085	1	0.975681	61.6507	110.572
FVEG_00609	NA	0.845788	1	0.896746	33.6813	57.1936
FVEG_00610	NA	0.0514515	1	0.107589	14.279	14.0314
FVEG_00611	NA	-2.67444	1	-2.72547	138.142	19.0456
FVEG_00612	NA	0.658143	1	0.748497	15.815	24.2423
FVEG_00613	NA	-1.13003	1	-1.1477	431.791	177.712
FVEG_00614	NA	0.170911	1	0.309813	4.68807	5.30577
FVEG_00615	NA	0.504509	1	0.573363	188.344	255.637
FVEG_00616	NA	0	1	-0.102298	5.38603	4.59487
FVEG_00617	NA	2.01896	1	2.12932	13.956	55.7344
FVEG_00618	NA	0.624685	1	0.656407	122.74	176.419
FVEG_00619	NA	-0.750881	1	-0.863248	9.80071	4.91535
FVEG_00620	NA	1.35646	1	1.37611	365.645	865.469
FVEG_00621	NA	1.25399	1	1.31573	42.6496	96.8382
FVEG_00622	NA	0.734625	1	0.781403	40.2826	63.1452
FVEG_00623	NA	-0.590966	1	-0.647616	27.0552	15.7505
FVEG_00626	NA	-0.309753	1	-0.374663	25.6912	18.0728
FVEG_00627	NA	0.312092	1	0.352053	149.413	173.917
FVEG_00628	NA	0.0800345	1	0.115503	105.7	104.426
FVEG_00629	NA	0.629271	1	0.783682	11.2492	17.69
FVEG_00630	NA	0.181164	1	0.233699	56.2475	60.3199
FVEG_00631	NA	1.34012	1	1.38854	49.9376	119.241
FVEG_00632	NA	-1.53899	1	-1.61249	34.4863	10.2854
FVEG_00633	NA	0.0560644	1	0.14346	13.9477	14.055
FVEG_00634	NA	0	1	0.178282	4.05039	4.20063
FVEG_00635	NA	-0.214929	1	-0.589804	0.36025	0.225011
FVEG_00638	NA	-5.00601	1	-5.2357	13.9167	0.335531
FVEG_00639	NA	-1.36435	1	-1.48776	25.2173	8.20242
FVEG_00642	NA	0.0616716	1	0.179954	16.6191	17.1831
FVEG_00643	NA	-0.0421044	1	-0.0875745	34.1	29.2666
FVEG_00644	NA	-0.402054	1	-0.493963	38.9213	25.2117
FVEG_00645	NA	-2.7101	1	-2.83588	9.19555	1.17416
FVEG_00646	NA	-1.23988	1	-1.33349	14.7569	5.34098
FVEG_00647	NA	-0.277312	1	-0.316845	74.9198	54.8508
FVEG_00649	NA	1.87867	1	1.9592	122.244	433.677
FVEG_00651	NA	0.286067	1	0.33613	26.6445	30.6757
FVEG_00652	NA	0.22011	1	0.543092	2.06171	2.76056
FVEG_00653	NA	1.12794	1	1.22268	18.1022	38.55
FVEG_00658	NA	0	1	0.0550793	84.2749	79.8564
FVEG_00659	NA	0.0138574	1	0.0840293	17.5751	16.9924
FVEG_00660	NA	-1.00615	1	-1.09484	37.4149	15.9779
FVEG_00661	NA	-0.131496	1	-0.197886	300.931	239.295
FVEG_00662	NA	3.38001	1	3.80958	0.785362	10.2283
FVEG_00663	NA	0.242515	1	0.611608	2.24703	3.16335
FVEG_00664	NA	0.750542	1	0.909766	6.99324	12.0034
FVEG_00665	NA	0.028435	1	0.074533	39.6816	38.1077
FVEG_00666	NA	0.144784	1	0.238913	9.78942	10.5404
FVEG_00667	NA	0	1	-0.0177122	92.8303	83.6303
FVEG_00668	NA	0.200639	1	0.282062	54.0578	59.9634
FVEG_00669	NA	0.620322	1	0.723811	6.5136	9.8169
FVEG_00670	NA	-1.06578	1	-1.11646	31.273	13.1538
FVEG_00671	NA	-0.314051	1	-0.375405	32.29	22.7026
FVEG_00672	NA	-0.505298	1	-0.562842	32.8518	20.2828
FVEG_00673	NA	-0.34573	1	-0.408211	61.0321	41.9461
FVEG_00674	NA	-0.0857446	1	-0.149089	41.7525	34.3424
FVEG_00675	NA	0.193923	1	0.228581	58.5446	62.5546
FVEG_00676	NA	0.86714	1	0.94705	17.753	31.2247
FVEG_00677	NA	0	1	0.0458363	25.353	23.8711
FVEG_00678	NA	-0.210325	1	-0.278384	22.3542	16.8111
FVEG_00679	NA	-0.0857223	1	-0.138519	92.3528	76.5156
FVEG_00680	NA	0	1	-0.0159854	16.7867	15.154
FVEG_00681	NA	0	1	0.0204554	15.2826	14.1425
FVEG_00682	NA	-0.198416	1	-0.299661	17.8237	13.2117
FVEG_00683	NA	0.0448949	1	0.0870736	25.3896	24.5949
FVEG_00684	NA	-3.75968	1	-3.78559	450.907	29.8145
FVEG_00685	NA	-0.0964053	1	-0.228679	12.9169	10.0615
FVEG_00686	NA	2.44079	1	3.15583	0.295426	2.5391
FVEG_00687	NA	0.0683479	1	0.689282	1.23618	1.87692
FVEG_00688	NA	0.0976554	1	0.111764	564.288	556.006
FVEG_00689	NA	1.90687	1	3.54295	0.043287	0.686309
FVEG_00690	NA	-0.501943	1	-1.01998	0.253523	0.116398
FVEG_00691	NA	-0.803987	1	-0.892475	18.1574	8.92202
FVEG_00693	NA	0	1	0.657594	0.285694	0.430997
FVEG_00694	NA	1.18417	1	1.30803	9.09965	20.57
FVEG_00695	NA	-0.618302	1	-0.682213	26.9669	15.3277
FVEG_00696	NA	1.6833	1	1.72438	84.3788	254.279
FVEG_00697	NA	0	1	-0.0369887	25.3986	22.5791
FVEG_00698	NA	0.133292	1	0.185361	64.2678	66.6495
FVEG_00699	NA	-0.39485	1	-0.519482	12.711	8.09209
FVEG_00700	NA	-1.15478	1	-1.20587	35.3843	13.9886
FVEG_00701	NA	0.226598	1	0.512444	1.67309	2.18924
FVEG_00702	NA	1.29053	1	1.33475	64.1137	147.484
FVEG_00703	NA	1.27908	1	1.32304	58.6878	133.911
FVEG_00704	NA	1.09216	1	1.14828	24.2456	49.0152
FVEG_00705	NA	0.287496	1	1.29254	0.249415	0.603793
FVEG_00706	NA	1.25544	1	1.30569	61.27	138.138
FVEG_00707	NA	-0.314759	1	-0.432966	6.28389	4.24749
FVEG_00708	NA	-1.2058	1	-1.27648	34.0583	12.8222
FVEG_00709	NA	-0.307078	1	-2.64291	0.533011	0.0747034
FVEG_00710	NA	-0.10294	1	-0.19061	14.4758	11.5712
FVEG_00711	NA	0	1	0.0148884	2.27598	2.11221
FVEG_00712	NA	0.600055	1	0.617473	813.27	1137.76
FVEG_00713	NA	0.275798	1	0.502348	3.03335	3.93249
FVEG_00714	NA	0.830088	1	0.928744	5.45904	9.48287
FVEG_00715	NA	1.37381	1	2.05117	0.412455	1.63305
FVEG_00716	NA	0.854947	1	0.912145	17.6536	30.3005
FVEG_00717	NA	-5.0724	1	-5.1294	145.497	3.78953
FVEG_00718	NA	-0.285173	1	-0.421578	5.9775	4.07338
FVEG_00719	NA	-2.90855	1	-3.03399	28.7267	3.19711
FVEG_00720	NA	0.276327	1	0.289501	447.002	498.186
FVEG_00721	NA	0.26476	1	0.369181	20.5224	24.1887
FVEG_00722	NA	0.379289	1	0.437191	26.3948	32.5952
FVEG_00723	NA	-0.283975	1	-0.366133	18.8658	13.3519
FVEG_00724	NA	0.0282508	1	0.121875	24.2818	24.1068
FVEG_00725	NA	-0.309215	1	-0.359644	38.702	27.5079
FVEG_00726	NA	-1.11156	1	-1.1873	36.7745	14.7282
FVEG_00727	NA	-1.10569	1	-1.15172	41.6213	17.0834
FVEG_00728	NA	0.507208	1	1.32794	0.491768	1.2
FVEG_00729	NA	-2.62124	1	-2.71072	23.1687	3.22692
FVEG_00730	NA	-0.287613	1	-0.39266	10.5198	7.31109
FVEG_00731	NA	0	1	0.342586	1.54163	1.79781
FVEG_00732	NA	0.195331	1	0.280136	11.0395	12.2296
FVEG_00733	NA	0	1	0.0619961	17.9721	17.12
FVEG_00734	NA	-0.900303	1	-0.969737	54.2696	25.2726
FVEG_00735	NA	-0.428836	1	-0.473108	36.6422	24.0732
FVEG_00736	NA	0.824343	1	0.898995	34.6446	58.9342
FVEG_00737	NA	0.307754	1	0.357044	119.24	139.285
FVEG_00738	NA	-0.495628	1	-0.572115	34.4481	21.1346
FVEG_00739	NA	-0.188768	1	-0.256398	23.2373	17.7435
FVEG_00742	NA	0.677798	1	0.717857	66.5362	99.8006
FVEG_00743	NA	0.348579	1	0.452122	7.87997	9.83729
FVEG_00745	NA	-0.235489	1	-0.291058	46.4661	34.6355
FVEG_00746	NA	0.7399	1	0.779624	44.9899	70.4342
FVEG_00747	NA	1.19854	1	1.22661	270.945	578.206
FVEG_00748	NA	-0.500374	1	-0.563641	55.3949	34.1831
FVEG_00749	NA	0.855978	1	0.939087	23.0844	40.3797
FVEG_00750	NA	1.10371	1	1.21013	45.096	95.2208
FVEG_00751	NA	-0.512479	1	-0.561925	64.3567	39.7575
FVEG_00752	NA	1.77809	1	1.85057	34.8091	114.521
FVEG_00753	NA	0.557969	1	0.59268	64.0238	88.0484
FVEG_00754	NA	0.388294	1	0.504188	3.89315	5.03978
FVEG_00755	NA	0.0486898	1	0.122655	24.885	24.7139
FVEG_00756	NA	0.477432	1	0.576833	11.8254	16.095
FVEG_00757	NA	1.02358	1	1.06547	282.96	540.067
FVEG_00758	NA	-1.83734	1	-1.97864	10.0107	2.31669
FVEG_00759	NA	-0.436328	1	-1.04546	0.949968	0.425312
FVEG_00760	NA	0.739088	1	0.890008	6.06579	10.2678
FVEG_00761	NA	0.539434	1	0.563377	227.395	306.422
FVEG_00762	NA	0.185775	1	0.813599	0.416059	0.689653
FVEG_00763	NA	-0.233808	1	-0.302129	25.2811	18.7018
FVEG_00764	NA	0.761799	1	0.843935	69.715	114.161
FVEG_00765	NA	-0.794917	1	-0.870867	0.625607	0.328804
FVEG_00766	NA	-1.4076	1	-1.64291	4.20138	1.25128
FVEG_00767	NA	-2.53479	1	-2.60397	38.1641	5.72396
FVEG_00768	NA	-0.486202	1	-0.613334	13.9072	8.29602
FVEG_00769	NA	-1.55426	1	-1.63402	38.1343	11.2052
FVEG_00771	NA	-0.525346	1	-0.60977	28.62	17.1076
FVEG_00775	NA	-0.38625	1	-0.496869	41.6327	26.9189
FVEG_00779	NA	0.82945	1	0.880161	107.338	180.185
FVEG_00780	NA	0	1	0.0565355	32.0161	30.3739
FVEG_00781	NA	-3.25206	1	-3.28396	239.883	22.4568
FVEG_00782	NA	0	1	-0.0174588	23.9777	21.606
FVEG_00783	NA	0.738944	1	0.937684	4.37377	7.66249
FVEG_00784	NA	-0.246781	1	-0.33454	20.5162	14.8422
FVEG_00785	NA	0	1	0.62012	0	0.0524489
FVEG_00786	NA	0.146995	1	0.227592	23.5686	25.1743
FVEG_00787	NA	-0.226729	1	-0.355543	7.50944	5.35656
FVEG_00788	NA	0.271691	1	0.345887	9.10935	10.5608
FVEG_00789	NA	0	1	0.0285844	49.6836	46.2243
FVEG_00790	NA	0.653455	1	0.698629	47.3287	70.0527
FVEG_00791	NA	-0.663123	1	-1.10979	8.2186	3.49673
FVEG_00792	NA	0.440841	1	0.518553	17.2732	22.5726
FVEG_00793	NA	0.24577	1	0.370625	5.80181	6.84733
FVEG_00794	NA	-2.73847	1	-2.8043	22.9147	2.99117
FVEG_00795	NA	-1.22854	1	-1.38614	51.4844	17.9741
FVEG_00797	NA	-2.285	1	-2.385	36.0742	6.29749
FVEG_00798	NA	-0.941909	1	-0.987472	33.3639	15.3456
FVEG_00799	NA	0.303385	1	0.717832	0.658515	1.00103
FVEG_00800	NA	0.260773	1	0.398874	6.09009	7.3315
FVEG_00801	NA	0.445553	1	0.479424	63.7861	81.098
FVEG_00802	NA	-0.458448	1	-0.561072	21.9615	13.5805
FVEG_00803	NA	-0.168822	1	-0.468417	1.12103	0.742066
FVEG_00804	NA	-0.197566	1	-0.271429	14.4944	10.9535
FVEG_00805	NA	-0.426138	1	-0.469939	86.6448	57.0491
FVEG_00806	NA	-0.531722	1	-0.655321	6.25701	3.62521
FVEG_00807	NA	1.91193	1	1.95519	50.877	179.923
FVEG_00808	NA	0.434444	1	0.482659	103.653	132.091
FVEG_00809	NA	-0.379879	1	-0.505411	0.207025	0.145076
FVEG_00810	NA	-0.409527	1	-0.515637	7.06261	4.50728
FVEG_00811	NA	0.451423	1	0.593907	13.1708	18.1531
FVEG_00812	NA	0.122517	1	0.185261	34.8005	36.0905
FVEG_00813	NA	-0.528731	1	-0.595342	21.2157	12.8075
FVEG_00814	NA	0	1	-0.0570584	57.1191	50.0788
FVEG_00815	NA	0	1	0.0508534	12.554	11.8638
FVEG_00816	NA	0.429345	1	0.527833	6.67937	8.78722
FVEG_00817	NA	0	1	0.0825515	9.62713	9.30087
FVEG_00818	NA	0.38864	1	0.469903	21.6086	27.3029
FVEG_00819	NA	0.701764	1	0.783941	20.7746	32.6336
FVEG_00820	NA	-4.45267	1	-4.55131	98.5676	3.83124
FVEG_00821	NA	-0.887503	1	-0.928138	37.651	18.0442
FVEG_00822	NA	-0.1103	1	-0.147153	159.413	131.277
FVEG_00823	NA	-0.171014	1	-0.247179	12.6256	9.70314
FVEG_00824	NA	-0.605193	1	-0.644941	106.61	62.1745
FVEG_00825	NA	0.130167	1	0.209405	24.5735	25.9185
FVEG_00826	NA	-0.742754	1	-0.800939	29.025	15.1935
FVEG_00827	NA	1.29433	1	1.36798	28.3876	66.8412
FVEG_00828	NA	1.20391	1	1.22496	247.447	527.443
FVEG_00829	NA	0.230358	1	0.298079	28.9317	32.4463
FVEG_00830	NA	0.892192	1	0.918134	99.9329	172.205
FVEG_00831	NA	1.02716	1	1.05602	137.908	261.479
FVEG_00832	NA	1.69209	1	1.88729	5.44032	18.4114
FVEG_00833	NA	-0.364073	1	-0.414455	31.0852	21.2705
FVEG_00834	NA	-0.335688	1	-0.46507	5.48588	3.62695
FVEG_00835	NA	0.10697	1	0.192919	13.7442	14.3327
FVEG_00836	NA	-1.42384	1	-1.63519	7.97422	2.34316
FVEG_00837	NA	0	1	0.461422	0.452546	0.589447
FVEG_00838	NA	-0.23347	1	-0.286895	17.2807	12.9179
FVEG_00839	NA	-0.721914	1	-0.87109	17.8729	8.91874
FVEG_00840	NA	0.714164	1	0.742551	234.636	357.997
FVEG_00841	NA	-1.59682	1	-1.64706	49.0171	14.272
FVEG_00842	NA	-0.370014	1	-0.397699	179.809	124.462
FVEG_00843	NA	-0.916864	1	-0.991347	81.3195	37.3073
FVEG_00844	NA	-0.410299	1	-0.466455	29.1265	19.2252
FVEG_00845	NA	-0.233279	1	-0.288168	50.3056	37.5724
FVEG_00846	NA	-3.43029	1	-3.56068	84.832	6.55178
FVEG_00847	NA	0.0594469	1	0.661596	0.825212	1.22636
FVEG_00848	NA	-2.33323	1	-2.43573	21.8165	3.67688
FVEG_00849	NA	-3.25582	1	-3.47824	9.06779	0.74074
FVEG_00850	NA	0.601285	1	0.64375	206.82	294.69
FVEG_00851	NA	0.301975	1	0.317408	654.825	744.065
FVEG_00852	NA	-1.58813	1	-1.63764	65.9363	19.3241
FVEG_00853	NA	0.116059	1	1.81652	0.0300731	0.142251
FVEG_00854	NA	0.0268423	1	0.350169	1.92035	2.24877
FVEG_00855	NA	-0.150822	1	-0.167616	449.415	364.86
FVEG_00856	NA	0.102561	1	0.164611	35.0106	35.7922
FVEG_00857	NA	0.188469	1	0.231843	28.7221	30.7602
FVEG_00858	NA	0.252923	1	0.336481	16.3348	18.8163
FVEG_00859	NA	0.200745	1	0.276921	28.3597	31.3443
FVEG_00860	NA	1.64384	1	2.14681	0.263614	1.09063
FVEG_00861	NA	1.08941	1	2.42747	0.357118	2.03333
FVEG_00864	NA	1.468	1	1.49114	117.596	301.452
FVEG_00865	NA	1.55815	1	1.58198	153.809	419.905
FVEG_00866	NA	-0.469528	1	-0.522022	91.1819	57.91
FVEG_00867	NA	0.599897	1	0.765947	2.6382	4.09916
FVEG_00868	NA	0	1	0.205082	0.142847	0.212718
FVEG_00869	NA	0	1	-0.0529303	12.3777	10.8833
FVEG_00870	NA	0.234607	1	0.38196	13.5155	16.0838
FVEG_00871	NA	0	1	0.0365621	12.8907	12.0672
FVEG_00872	NA	-0.294185	1	-0.454279	9.39696	6.26217
FVEG_00873	NA	-1.30866	1	-1.74245	0.378982	0.104699
